CropID,CropYield,PestInfestationCount,DateID,WeatherID,Date,Year,Month,Quarter,Season,Day of the Week,Holidays,Crop Name,Crop Type,Soil Type,Irrigation Type,Location,Temperature,Precipitation,Wind Speed,Weather Conditions
177,949,5,177,177,2023-11-01,2023,11,Q4,Winter,Wednesday,True,Crop177,Wheat,Loam,Drip,Location177,24.32,3.98,8.47,Cloudy
178,1349,4,178,178,2023-04-29,2023,4,Q2,Spring,Saturday,False,Crop178,Wheat,Clay,Sprinkler,Location178,32.51,9.98,20.94,Sunny
179,1387,7,179,179,2023-11-08,2023,11,Q4,Winter,Wednesday,False,Crop179,Rice,Clay,Sprinkler,Location179,21.89,13.74,5.35,Cloudy
180,962,1,180,180,2023-05-21,2023,5,Q2,Summer,Sunday,False,Crop180,Wheat,Loam,Drip,Location180,22.72,2.94,14.25,Rainy
181,701,8,181,181,2023-08-14,2023,8,Q3,Winter,Monday,True,Crop181,Rice,Loam,Sprinkler,Location181,24.58,1.58,7.99,Cloudy
182,1370,10,182,182,2023-10-30,2023,10,Q4,Winter,Monday,False,Crop182,Rice,Clay,Sprinkler,Location182,22.82,14.58,11.85,Cloudy
183,618,7,183,183,2023-09-05,2023,9,Q3,Winter,Tuesday,True,Crop183,Wheat,Clay,Drip,Location183,23.8,6.81,20.41,Rainy
184,1268,4,184,184,2023-09-25,2023,9,Q3,Autumn,Monday,True,Crop184,Wheat,Clay,Sprinkler,Location184,26.22,4.1,16.97,Sunny
185,1355,7,185,185,2023-11-29,2023,11,Q4,Autumn,Wednesday,False,Crop185,Rice,Clay,Drip,Location185,27.08,19.18,16.39,Cloudy
186,1471,0,186,186,2023-08-14,2023,8,Q3,Autumn,Monday,True,Crop186,Rice,Loam,Sprinkler,Location186,23.14,6.28,12.47,Sunny
187,551,0,187,187,2023-02-28,2023,2,Q1,Spring,Tuesday,False,Crop187,Wheat,Clay,Drip,Location187,33.55,5.96,18.11,Sunny
188,921,8,188,188,2023-10-28,2023,10,Q4,Summer,Saturday,False,Crop188,Wheat,Clay,Sprinkler,Location188,34.49,18.66,18.21,Sunny
189,1172,0,189,189,2023-05-07,2023,5,Q2,Spring,Sunday,False,Crop189,Rice,Loam,Sprinkler,Location189,26.64,3.88,8.17,Sunny
190,887,6,190,190,2023-07-07,2023,7,Q3,Spring,Friday,False,Crop190,Wheat,Clay,Drip,Location190,21.85,12.54,16.56,Sunny
191,573,8,191,191,2023-06-21,2023,6,Q2,Autumn,Wednesday,True,Crop191,Rice,Loam,Drip,Location191,32.63,16.28,5.81,Cloudy
192,629,6,192,192,2023-08-05,2023,8,Q3,Autumn,Saturday,False,Crop192,Rice,Loam,Drip,Location192,27.69,15.06,20.83,Cloudy
193,644,3,193,193,2023-01-06,2023,1,Q1,Spring,Friday,True,Crop193,Rice,Clay,Drip,Location193,22.54,0.92,9.48,Sunny
194,660,9,194,194,2023-12-08,2023,12,Q4,Autumn,Friday,False,Crop194,Rice,Loam,Drip,Location194,34.79,5.8,19.05,Cloudy
195,725,1,195,195,2023-10-12,2023,10,Q4,Winter,Thursday,True,Crop195,Wheat,Loam,Drip,Location195,26.45,19.66,15.27,Sunny
196,594,2,196,196,2023-02-26,2023,2,Q1,Winter,Sunday,False,Crop196,Wheat,Loam,Sprinkler,Location196,31.38,0.08,18.7,Cloudy
197,574,8,197,197,2023-05-31,2023,5,Q2,Summer,Wednesday,True,Crop197,Wheat,Loam,Drip,Location197,30.45,2.27,24.63,Sunny
198,1246,1,198,198,2023-11-15,2023,11,Q4,Autumn,Wednesday,False,Crop198,Wheat,Loam,Sprinkler,Location198,28.82,11.31,21.05,Cloudy
199,1061,10,199,199,2023-01-06,2023,1,Q1,Spring,Friday,False,Crop199,Wheat,Clay,Drip,Location199,27.25,17.96,13.92,Rainy
200,666,2,200,200,2023-05-11,2023,5,Q2,Spring,Thursday,False,Crop200,Wheat,Clay,Drip,Location200,22.46,18.74,15.93,Cloudy
201,770,8,201,201,2023-10-15,2023,10,Q4,Winter,Sunday,True,Crop201,Rice,Loam,Drip,Location201,28.52,1.85,18.55,Sunny
202,1014,2,202,202,2023-06-09,2023,6,Q2,Spring,Friday,True,Crop202,Rice,Clay,Sprinkler,Location202,24.94,15.02,9.64,Sunny
203,1482,6,203,203,2023-05-14,2023,5,Q2,Spring,Sunday,False,Crop203,Rice,Clay,Drip,Location203,22.9,19.25,18.16,Cloudy
204,576,8,204,204,2023-11-07,2023,11,Q4,Summer,Tuesday,True,Crop204,Rice,Clay,Drip,Location204,27.82,2.44,5.16,Cloudy
205,1380,10,205,205,2023-02-24,2023,2,Q1,Winter,Friday,False,Crop205,Rice,Clay,Drip,Location205,33.29,10.27,18.05,Rainy
206,1462,0,206,206,2023-08-08,2023,8,Q3,Spring,Tuesday,True,Crop206,Rice,Loam,Sprinkler,Location206,27.64,15.9,21.69,Cloudy
207,603,4,207,207,2023-05-06,2023,5,Q2,Spring,Saturday,True,Crop207,Rice,Loam,Drip,Location207,26.42,2.49,10.61,Sunny
208,837,3,208,208,2023-04-20,2023,4,Q2,Summer,Thursday,False,Crop208,Rice,Loam,Drip,Location208,21.14,12.61,10.28,Cloudy
209,1178,1,209,209,2023-08-20,2023,8,Q3,Winter,Sunday,True,Crop209,Rice,Loam,Drip,Location209,30.59,10.65,11.77,Sunny
210,723,0,210,210,2023-10-18,2023,10,Q4,Winter,Wednesday,False,Crop210,Rice,Clay,Sprinkler,Location210,24.7,3.63,16.22,Sunny
211,813,0,211,211,2023-04-01,2023,4,Q2,Spring,Saturday,True,Crop211,Rice,Loam,Sprinkler,Location211,28.65,15.54,8.1,Sunny
212,785,3,212,212,2023-07-31,2023,7,Q3,Summer,Monday,True,Crop212,Wheat,Loam,Drip,Location212,27.08,3.46,18.37,Sunny
213,1339,0,213,213,2023-09-09,2023,9,Q3,Spring,Saturday,False,Crop213,Rice,Clay,Sprinkler,Location213,34.57,8.16,12.52,Sunny
214,1155,10,214,214,2023-03-18,2023,3,Q1,Winter,Saturday,False,Crop214,Rice,Loam,Drip,Location214,32.99,8.52,12.34,Rainy
215,1105,4,215,215,2023-10-18,2023,10,Q4,Winter,Wednesday,True,Crop215,Rice,Loam,Sprinkler,Location215,23.34,9.25,21.31,Rainy
216,1323,3,216,216,2023-12-23,2023,12,Q4,Summer,Saturday,False,Crop216,Wheat,Loam,Sprinkler,Location216,29.43,4.84,24.59,Rainy
217,1433,3,217,217,2023-01-15,2023,1,Q1,Summer,Sunday,True,Crop217,Wheat,Clay,Sprinkler,Location217,25.76,12.23,15.51,Rainy
218,1066,5,218,218,2023-10-29,2023,10,Q4,Summer,Sunday,False,Crop218,Wheat,Clay,Sprinkler,Location218,24.45,9.23,9.5,Rainy
219,726,10,219,219,2023-11-18,2023,11,Q4,Summer,Saturday,False,Crop219,Wheat,Loam,Drip,Location219,33.54,14.6,21.51,Rainy
220,1220,1,220,220,2023-07-01,2023,7,Q3,Summer,Saturday,False,Crop220,Rice,Loam,Drip,Location220,24.34,4.75,9.86,Sunny
221,798,7,221,221,2023-04-21,2023,4,Q2,Spring,Friday,True,Crop221,Wheat,Loam,Sprinkler,Location221,29.38,19.62,6.6,Sunny
222,1341,4,222,222,2023-10-28,2023,10,Q4,Winter,Saturday,True,Crop222,Wheat,Clay,Sprinkler,Location222,32.04,11.56,7.83,Rainy
223,971,9,223,223,2023-04-11,2023,4,Q2,Summer,Tuesday,True,Crop223,Wheat,Loam,Sprinkler,Location223,23.26,1.45,6.06,Cloudy
224,1378,0,224,224,2023-06-04,2023,6,Q2,Winter,Sunday,True,Crop224,Wheat,Loam,Drip,Location224,25.07,15.23,14.48,Rainy
225,627,1,225,225,2023-03-02,2023,3,Q1,Winter,Thursday,True,Crop225,Wheat,Clay,Sprinkler,Location225,34.53,0.79,9.99,Rainy
226,599,2,226,226,2023-12-14,2023,12,Q4,Winter,Thursday,False,Crop226,Wheat,Loam,Drip,Location226,23.86,10.08,19.93,Cloudy
227,1480,9,227,227,2023-06-30,2023,6,Q2,Autumn,Friday,True,Crop227,Wheat,Clay,Drip,Location227,33.72,17.54,23.75,Rainy
228,1138,9,228,228,2023-12-30,2023,12,Q4,Summer,Saturday,True,Crop228,Wheat,Clay,Drip,Location228,20.87,2.36,14.48,Sunny
229,1392,6,229,229,2023-12-29,2023,12,Q4,Summer,Friday,False,Crop229,Wheat,Loam,Drip,Location229,24.8,16.91,21.67,Sunny
230,1476,0,230,230,2023-04-12,2023,4,Q2,Winter,Wednesday,False,Crop230,Wheat,Loam,Sprinkler,Location230,20.49,4.22,9.06,Rainy
231,941,2,231,231,2023-04-28,2023,4,Q2,Summer,Friday,False,Crop231,Rice,Clay,Drip,Location231,27.48,3.67,7.48,Rainy
232,1110,5,232,232,2023-08-28,2023,8,Q3,Summer,Monday,False,Crop232,Wheat,Loam,Sprinkler,Location232,21.97,15.57,5.32,Rainy
233,915,8,233,233,2023-08-10,2023,8,Q3,Winter,Thursday,False,Crop233,Wheat,Loam,Drip,Location233,23.89,3.22,9.75,Cloudy
234,1271,2,234,234,2023-03-19,2023,3,Q1,Summer,Sunday,False,Crop234,Wheat,Loam,Sprinkler,Location234,32.41,19.77,9.88,Sunny
235,1155,6,235,235,2023-12-25,2023,12,Q4,Winter,Monday,True,Crop235,Rice,Clay,Sprinkler,Location235,33.78,4.11,6.41,Sunny
236,508,6,236,236,2023-02-14,2023,2,Q1,Winter,Tuesday,True,Crop236,Rice,Loam,Drip,Location236,33.01,10.52,21.33,Rainy
237,619,4,237,237,2023-10-05,2023,10,Q4,Autumn,Thursday,True,Crop237,Wheat,Clay,Drip,Location237,32.77,10.45,13.29,Rainy
238,1278,4,238,238,2023-04-19,2023,4,Q2,Autumn,Wednesday,True,Crop238,Wheat,Loam,Sprinkler,Location238,34.51,17.95,5.95,Rainy
239,588,4,239,239,2023-07-14,2023,7,Q3,Winter,Friday,False,Crop239,Rice,Clay,Sprinkler,Location239,21.96,14.1,13.98,Rainy
240,1218,7,240,240,2023-09-30,2023,9,Q3,Winter,Saturday,False,Crop240,Rice,Clay,Drip,Location240,20.79,2.84,16.79,Rainy
241,1282,3,241,241,2023-07-17,2023,7,Q3,Summer,Monday,False,Crop241,Rice,Loam,Drip,Location241,27.72,8.03,11.87,Rainy
242,869,3,242,242,2023-10-12,2023,10,Q4,Autumn,Thursday,False,Crop242,Wheat,Clay,Sprinkler,Location242,31.82,18.44,6.13,Rainy
243,627,10,243,243,2023-06-07,2023,6,Q2,Winter,Wednesday,False,Crop243,Wheat,Loam,Sprinkler,Location243,24.47,19.79,12.7,Cloudy
244,1036,1,244,244,2023-05-29,2023,5,Q2,Spring,Monday,True,Crop244,Rice,Loam,Drip,Location244,20.52,8.87,10.05,Rainy
245,729,10,245,245,2023-10-23,2023,10,Q4,Spring,Monday,True,Crop245,Rice,Loam,Sprinkler,Location245,32.49,19.71,8.74,Cloudy
246,1062,7,246,246,2023-04-21,2023,4,Q2,Winter,Friday,False,Crop246,Wheat,Loam,Sprinkler,Location246,22.42,0.62,20.79,Cloudy
247,513,4,247,247,2023-07-08,2023,7,Q3,Winter,Saturday,False,Crop247,Rice,Clay,Sprinkler,Location247,32.17,4.1,22.64,Cloudy
248,1123,0,248,248,2023-11-15,2023,11,Q4,Summer,Wednesday,False,Crop248,Wheat,Loam,Drip,Location248,20.78,14.83,6.48,Cloudy
249,916,9,249,249,2023-09-13,2023,9,Q3,Winter,Wednesday,False,Crop249,Wheat,Clay,Drip,Location249,24.57,12.67,19.94,Sunny
250,1409,6,250,250,2023-11-12,2023,11,Q4,Spring,Sunday,False,Crop250,Rice,Loam,Sprinkler,Location250,28.44,10.43,6.38,Rainy
251,1228,5,251,251,2023-09-13,2023,9,Q3,Winter,Wednesday,False,Crop251,Wheat,Loam,Sprinkler,Location251,26.77,4.8,20.36,Cloudy
252,915,5,252,252,2023-08-12,2023,8,Q3,Summer,Saturday,True,Crop252,Wheat,Clay,Sprinkler,Location252,30.6,12.38,13.29,Sunny
253,1469,6,253,253,2023-12-15,2023,12,Q4,Autumn,Friday,False,Crop253,Rice,Clay,Sprinkler,Location253,30.66,17.97,14.78,Rainy
254,1466,3,254,254,2023-08-17,2023,8,Q3,Winter,Thursday,True,Crop254,Rice,Loam,Sprinkler,Location254,22.15,15.39,16.1,Cloudy
255,1400,7,255,255,2023-02-08,2023,2,Q1,Spring,Wednesday,True,Crop255,Wheat,Clay,Sprinkler,Location255,20.59,16.68,5.05,Sunny
256,538,3,256,256,2023-09-13,2023,9,Q3,Summer,Wednesday,True,Crop256,Rice,Clay,Drip,Location256,28.14,10.29,9.53,Rainy
257,1290,3,257,257,2023-05-02,2023,5,Q2,Autumn,Tuesday,True,Crop257,Rice,Clay,Sprinkler,Location257,26.54,9.48,9.95,Cloudy
258,1000,5,258,258,2023-04-09,2023,4,Q2,Autumn,Sunday,False,Crop258,Rice,Loam,Sprinkler,Location258,29.32,8.33,24.45,Sunny
259,1020,6,259,259,2023-02-15,2023,2,Q1,Spring,Wednesday,True,Crop259,Rice,Loam,Sprinkler,Location259,27.95,17.55,18.02,Sunny
260,1167,3,260,260,2023-05-15,2023,5,Q2,Autumn,Monday,False,Crop260,Rice,Loam,Sprinkler,Location260,26.95,11.88,19.32,Cloudy
261,510,7,261,261,2023-10-14,2023,10,Q4,Winter,Saturday,False,Crop261,Wheat,Loam,Sprinkler,Location261,34.68,10.49,21.29,Cloudy
262,739,9,262,262,2023-04-16,2023,4,Q2,Autumn,Sunday,False,Crop262,Wheat,Loam,Sprinkler,Location262,20.78,11.69,14.28,Rainy
263,1264,0,263,263,2023-12-08,2023,12,Q4,Winter,Friday,True,Crop263,Wheat,Clay,Sprinkler,Location263,28.98,8.4,11.99,Cloudy
264,1007,9,264,264,2023-02-28,2023,2,Q1,Spring,Tuesday,False,Crop264,Wheat,Loam,Drip,Location264,32.74,0.06,7.2,Cloudy
265,982,6,265,265,2023-06-22,2023,6,Q2,Autumn,Thursday,False,Crop265,Wheat,Loam,Drip,Location265,26.04,6.22,23.52,Rainy
266,1022,2,266,266,2023-10-04,2023,10,Q4,Spring,Wednesday,False,Crop266,Wheat,Clay,Drip,Location266,31.88,19.38,9.13,Cloudy
267,958,4,267,267,2023-12-20,2023,12,Q4,Summer,Wednesday,True,Crop267,Rice,Loam,Sprinkler,Location267,20.6,3.52,13.33,Cloudy
268,1218,6,268,268,2023-01-04,2023,1,Q1,Spring,Wednesday,True,Crop268,Rice,Loam,Drip,Location268,29.46,17.44,12.96,Rainy
269,849,3,269,269,2023-12-10,2023,12,Q4,Spring,Sunday,False,Crop269,Wheat,Loam,Sprinkler,Location269,26.08,1.24,6.96,Sunny
270,1336,9,270,270,2023-05-25,2023,5,Q2,Summer,Thursday,False,Crop270,Rice,Clay,Sprinkler,Location270,27.8,6.75,17.01,Rainy
271,602,8,271,271,2023-07-30,2023,7,Q3,Winter,Sunday,True,Crop271,Rice,Loam,Sprinkler,Location271,33.43,13.24,7.35,Cloudy
272,823,10,272,272,2023-02-19,2023,2,Q1,Spring,Sunday,False,Crop272,Rice,Clay,Sprinkler,Location272,26.08,17.96,8.84,Rainy
273,1233,2,273,273,2023-12-07,2023,12,Q4,Autumn,Thursday,False,Crop273,Rice,Clay,Sprinkler,Location273,30.18,17.42,22.11,Rainy
274,1188,1,274,274,2023-03-16,2023,3,Q1,Summer,Thursday,True,Crop274,Wheat,Loam,Sprinkler,Location274,28.87,15.26,14.93,Sunny
275,1220,10,275,275,2023-01-13,2023,1,Q1,Winter,Friday,False,Crop275,Wheat,Loam,Drip,Location275,29.73,0.53,13.34,Sunny
276,1365,5,276,276,2023-02-13,2023,2,Q1,Winter,Monday,False,Crop276,Wheat,Clay,Sprinkler,Location276,27.78,18.11,19.68,Sunny
277,924,4,277,277,2023-09-06,2023,9,Q3,Winter,Wednesday,True,Crop277,Wheat,Clay,Sprinkler,Location277,24.37,17.01,14.08,Cloudy
278,968,6,278,278,2023-02-17,2023,2,Q1,Summer,Friday,False,Crop278,Wheat,Loam,Sprinkler,Location278,30.33,19.24,10.96,Rainy
279,919,10,279,279,2023-02-12,2023,2,Q1,Spring,Sunday,False,Crop279,Rice,Clay,Drip,Location279,21.87,4.89,20.81,Cloudy
280,1399,1,280,280,2023-11-13,2023,11,Q4,Autumn,Monday,False,Crop280,Rice,Clay,Sprinkler,Location280,21.88,3.91,5.67,Cloudy
281,509,5,281,281,2023-01-22,2023,1,Q1,Spring,Sunday,False,Crop281,Rice,Clay,Drip,Location281,30.2,12.78,18.11,Rainy
282,593,2,282,282,2023-11-10,2023,11,Q4,Spring,Friday,False,Crop282,Wheat,Loam,Drip,Location282,26.0,11.79,21.37,Cloudy
283,701,8,283,283,2023-12-22,2023,12,Q4,Winter,Friday,True,Crop283,Rice,Loam,Sprinkler,Location283,26.9,11.86,13.83,Sunny
284,637,7,284,284,2023-03-09,2023,3,Q1,Autumn,Thursday,False,Crop284,Rice,Loam,Drip,Location284,29.06,5.32,10.96,Sunny
285,1004,5,285,285,2023-02-14,2023,2,Q1,Spring,Tuesday,True,Crop285,Rice,Clay,Sprinkler,Location285,31.08,18.3,12.89,Rainy
286,1219,4,286,286,2023-01-27,2023,1,Q1,Winter,Friday,True,Crop286,Rice,Clay,Drip,Location286,23.67,1.21,12.75,Sunny
287,822,9,287,287,2023-11-24,2023,11,Q4,Summer,Friday,True,Crop287,Wheat,Loam,Sprinkler,Location287,33.84,9.74,9.26,Sunny
288,1393,2,288,288,2023-04-22,2023,4,Q2,Autumn,Saturday,True,Crop288,Rice,Loam,Drip,Location288,28.11,16.49,20.11,Cloudy
289,1048,0,289,289,2023-06-27,2023,6,Q2,Summer,Tuesday,False,Crop289,Wheat,Clay,Drip,Location289,27.81,16.37,16.49,Cloudy
290,775,2,290,290,2023-10-11,2023,10,Q4,Autumn,Wednesday,False,Crop290,Rice,Clay,Sprinkler,Location290,30.62,5.11,10.12,Sunny
291,854,8,291,291,2023-10-02,2023,10,Q4,Summer,Monday,True,Crop291,Wheat,Loam,Sprinkler,Location291,32.36,7.71,11.18,Cloudy
292,1049,9,292,292,2023-12-12,2023,12,Q4,Winter,Tuesday,False,Crop292,Wheat,Clay,Sprinkler,Location292,34.2,9.91,8.1,Cloudy
293,507,8,293,293,2023-05-14,2023,5,Q2,Autumn,Sunday,True,Crop293,Wheat,Loam,Drip,Location293,21.54,6.13,23.38,Cloudy
294,1092,3,294,294,2023-11-30,2023,11,Q4,Winter,Thursday,False,Crop294,Rice,Loam,Drip,Location294,25.05,15.47,21.95,Rainy
295,1306,10,295,295,2023-08-17,2023,8,Q3,Winter,Thursday,False,Crop295,Rice,Loam,Sprinkler,Location295,25.03,14.35,14.22,Rainy
296,841,2,296,296,2023-12-14,2023,12,Q4,Summer,Thursday,False,Crop296,Rice,Clay,Sprinkler,Location296,27.85,9.88,18.95,Sunny
297,949,3,297,297,2023-02-11,2023,2,Q1,Spring,Saturday,True,Crop297,Rice,Loam,Sprinkler,Location297,22.07,7.93,9.19,Sunny
298,781,0,298,298,2023-02-10,2023,2,Q1,Summer,Friday,False,Crop298,Wheat,Clay,Drip,Location298,28.19,18.57,17.87,Cloudy
299,1316,4,299,299,2023-07-20,2023,7,Q3,Autumn,Thursday,True,Crop299,Rice,Loam,Drip,Location299,28.47,2.34,18.44,Cloudy
300,1243,4,300,300,2023-03-17,2023,3,Q1,Autumn,Friday,False,Crop300,Wheat,Loam,Drip,Location300,31.98,12.09,21.78,Cloudy
301,883,7,301,301,2023-06-27,2023,6,Q2,Autumn,Tuesday,True,Crop301,Rice,Loam,Drip,Location301,21.08,2.0,19.95,Rainy
302,853,9,302,302,2023-10-04,2023,10,Q4,Winter,Wednesday,False,Crop302,Wheat,Loam,Drip,Location302,34.69,14.77,20.92,Cloudy
303,1006,2,303,303,2023-11-02,2023,11,Q4,Winter,Thursday,True,Crop303,Wheat,Loam,Drip,Location303,22.14,8.96,21.49,Cloudy
304,562,1,304,304,2023-07-08,2023,7,Q3,Spring,Saturday,False,Crop304,Wheat,Clay,Sprinkler,Location304,27.49,2.76,22.7,Rainy
305,941,2,305,305,2023-05-06,2023,5,Q2,Spring,Saturday,True,Crop305,Wheat,Loam,Drip,Location305,30.83,7.28,6.13,Cloudy
306,1404,4,306,306,2023-08-10,2023,8,Q3,Summer,Thursday,False,Crop306,Wheat,Loam,Sprinkler,Location306,30.07,1.55,21.98,Rainy
307,575,6,307,307,2023-11-22,2023,11,Q4,Autumn,Wednesday,True,Crop307,Rice,Loam,Drip,Location307,23.69,17.56,22.0,Rainy
308,811,3,308,308,2023-11-09,2023,11,Q4,Spring,Thursday,False,Crop308,Wheat,Loam,Drip,Location308,29.08,0.44,21.97,Rainy
309,514,3,309,309,2023-09-14,2023,9,Q3,Autumn,Thursday,False,Crop309,Wheat,Loam,Drip,Location309,20.23,4.15,9.97,Rainy
310,1400,5,310,310,2023-01-04,2023,1,Q1,Winter,Wednesday,True,Crop310,Wheat,Loam,Sprinkler,Location310,21.77,17.12,11.05,Sunny
311,1479,9,311,311,2023-07-11,2023,7,Q3,Summer,Tuesday,True,Crop311,Rice,Loam,Sprinkler,Location311,26.09,12.8,9.65,Rainy
312,1479,8,312,312,2023-01-31,2023,1,Q1,Winter,Tuesday,False,Crop312,Rice,Loam,Sprinkler,Location312,22.2,18.69,8.07,Cloudy
313,1025,1,313,313,2023-01-16,2023,1,Q1,Summer,Monday,False,Crop313,Rice,Clay,Drip,Location313,20.06,8.91,10.3,Sunny
314,1471,6,314,314,2023-04-16,2023,4,Q2,Summer,Sunday,True,Crop314,Wheat,Clay,Drip,Location314,34.89,2.21,23.17,Sunny
315,1469,8,315,315,2023-03-10,2023,3,Q1,Autumn,Friday,True,Crop315,Rice,Clay,Drip,Location315,29.8,10.67,12.63,Cloudy
316,1069,3,316,316,2023-05-13,2023,5,Q2,Spring,Saturday,False,Crop316,Wheat,Loam,Drip,Location316,28.04,4.12,22.44,Rainy
317,1432,0,317,317,2023-06-23,2023,6,Q2,Spring,Friday,False,Crop317,Rice,Loam,Drip,Location317,26.62,14.58,19.86,Cloudy
318,1112,1,318,318,2023-07-29,2023,7,Q3,Winter,Saturday,False,Crop318,Rice,Loam,Drip,Location318,31.36,19.42,20.81,Cloudy
319,1202,10,319,319,2023-08-17,2023,8,Q3,Autumn,Thursday,True,Crop319,Wheat,Clay,Drip,Location319,21.78,8.28,20.67,Sunny
320,784,1,320,320,2023-03-25,2023,3,Q1,Winter,Saturday,False,Crop320,Wheat,Clay,Drip,Location320,30.37,6.31,9.92,Cloudy
321,1480,2,321,321,2023-02-18,2023,2,Q1,Autumn,Saturday,True,Crop321,Rice,Loam,Sprinkler,Location321,25.48,15.91,16.46,Sunny
322,679,0,322,322,2023-10-23,2023,10,Q4,Autumn,Monday,True,Crop322,Wheat,Clay,Sprinkler,Location322,20.43,3.1,11.81,Sunny
323,1480,9,323,323,2023-02-18,2023,2,Q1,Winter,Saturday,True,Crop323,Rice,Loam,Drip,Location323,21.13,7.64,16.33,Cloudy
324,1303,10,324,324,2023-09-27,2023,9,Q3,Autumn,Wednesday,False,Crop324,Rice,Clay,Sprinkler,Location324,21.22,11.33,6.15,Cloudy
325,880,5,325,325,2023-10-29,2023,10,Q4,Autumn,Sunday,False,Crop325,Rice,Loam,Sprinkler,Location325,25.06,9.11,22.73,Cloudy
326,541,6,326,326,2023-10-21,2023,10,Q4,Summer,Saturday,False,Crop326,Wheat,Clay,Drip,Location326,32.2,14.31,15.98,Sunny
327,538,0,327,327,2023-09-25,2023,9,Q3,Summer,Monday,False,Crop327,Rice,Clay,Sprinkler,Location327,20.76,19.32,11.45,Cloudy
328,721,2,328,328,2023-02-03,2023,2,Q1,Summer,Friday,True,Crop328,Wheat,Loam,Drip,Location328,28.99,17.98,22.16,Rainy
329,876,4,329,329,2023-01-30,2023,1,Q1,Summer,Monday,True,Crop329,Rice,Clay,Drip,Location329,33.19,17.42,21.58,Cloudy
330,1464,3,330,330,2023-09-01,2023,9,Q3,Summer,Friday,True,Crop330,Wheat,Loam,Drip,Location330,25.59,7.58,21.97,Sunny
331,1353,3,331,331,2023-11-16,2023,11,Q4,Spring,Thursday,False,Crop331,Rice,Clay,Sprinkler,Location331,30.46,6.08,21.93,Cloudy
332,633,6,332,332,2023-02-27,2023,2,Q1,Autumn,Monday,True,Crop332,Rice,Clay,Drip,Location332,34.22,4.9,19.13,Cloudy
333,980,1,333,333,2023-04-10,2023,4,Q2,Spring,Monday,True,Crop333,Rice,Clay,Drip,Location333,27.01,11.34,7.46,Rainy
334,1149,6,334,334,2023-01-15,2023,1,Q1,Autumn,Sunday,True,Crop334,Wheat,Loam,Drip,Location334,34.29,18.08,17.17,Sunny
335,1325,1,335,335,2023-05-12,2023,5,Q2,Winter,Friday,True,Crop335,Rice,Clay,Drip,Location335,20.55,17.14,7.84,Rainy
336,1500,7,336,336,2023-04-10,2023,4,Q2,Summer,Monday,True,Crop336,Wheat,Clay,Sprinkler,Location336,24.04,19.74,6.02,Sunny
337,1299,7,337,337,2023-05-05,2023,5,Q2,Summer,Friday,False,Crop337,Rice,Loam,Drip,Location337,33.44,0.39,12.45,Rainy
338,617,2,338,338,2023-01-02,2023,1,Q1,Spring,Monday,True,Crop338,Wheat,Loam,Drip,Location338,30.05,7.27,23.31,Sunny
339,1319,5,339,339,2023-05-22,2023,5,Q2,Autumn,Monday,False,Crop339,Wheat,Clay,Sprinkler,Location339,29.3,4.35,22.54,Rainy
340,1263,6,340,340,2023-04-23,2023,4,Q2,Winter,Sunday,True,Crop340,Wheat,Loam,Sprinkler,Location340,31.84,5.19,6.5,Cloudy
341,1219,2,341,341,2023-01-16,2023,1,Q1,Autumn,Monday,False,Crop341,Wheat,Loam,Drip,Location341,24.57,13.75,15.01,Rainy
342,1437,9,342,342,2023-09-11,2023,9,Q3,Winter,Monday,False,Crop342,Wheat,Clay,Sprinkler,Location342,23.86,6.86,9.5,Cloudy
343,1442,4,343,343,2023-01-04,2023,1,Q1,Spring,Wednesday,False,Crop343,Wheat,Loam,Drip,Location343,20.56,18.1,7.27,Rainy
344,805,6,344,344,2023-05-07,2023,5,Q2,Summer,Sunday,False,Crop344,Wheat,Clay,Drip,Location344,31.43,14.92,6.86,Sunny
345,1313,4,345,345,2023-08-13,2023,8,Q3,Spring,Sunday,False,Crop345,Wheat,Loam,Drip,Location345,24.34,13.73,14.01,Cloudy
346,1022,1,346,346,2023-03-22,2023,3,Q1,Summer,Wednesday,False,Crop346,Wheat,Clay,Sprinkler,Location346,29.99,5.85,17.98,Sunny
347,554,1,347,347,2023-04-14,2023,4,Q2,Autumn,Friday,False,Crop347,Wheat,Clay,Drip,Location347,23.39,0.58,5.46,Sunny
348,1245,5,348,348,2023-04-25,2023,4,Q2,Summer,Tuesday,False,Crop348,Rice,Clay,Drip,Location348,28.13,14.67,9.47,Rainy
349,684,5,349,349,2023-04-13,2023,4,Q2,Summer,Thursday,True,Crop349,Wheat,Loam,Sprinkler,Location349,27.54,10.6,10.34,Sunny
350,1496,8,350,350,2023-03-07,2023,3,Q1,Winter,Tuesday,True,Crop350,Wheat,Loam,Drip,Location350,33.46,12.7,9.25,Rainy
351,1173,3,351,351,2023-07-23,2023,7,Q3,Winter,Sunday,True,Crop351,Rice,Clay,Drip,Location351,21.7,3.29,19.98,Rainy
352,504,10,352,352,2023-12-25,2023,12,Q4,Summer,Monday,False,Crop352,Wheat,Loam,Drip,Location352,21.64,12.62,15.26,Sunny
353,1228,10,353,353,2023-10-12,2023,10,Q4,Autumn,Thursday,True,Crop353,Wheat,Loam,Sprinkler,Location353,23.46,11.4,12.46,Rainy
